,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Working_Days,Avg_Daily_Hours,Median_Daily_Hours,Std_Daily_Hours,Overtime_Days_8.5h,Overtime_Days_10h,Late_Arrival_Rate,Absence_Rate,Very_Early_Start_Rate,Early_Leave_Rate,Friday_Evening_Presence_Rate,Monday_Morning_Presence_Rate,Attrition_Num,Young_Stagnation,Avg_Work_Hours,Work_Intensity,Overtime_Flag,Distance_Bin,Age_Group,LongHours,Is_Young,LowIncome
3860,20,No,1,Research & Development,18,4,Medical,3861,Female,2,Sales Executive,Single,37430,1.0,13,1,2.0,2,2,2,2,3,3,3.0,3.0,3.0,235,6.615295508274231,6.602222222222222,0.2882897887700184,0,0,0.024096385542168676,0.10441767068273092,0.0,0.3855421686746988,0.0,0.0038314176245210726,0,0,7.7877777777777775,0.9734722222222222,0,Loin (11-20km),<25,0,1,1
3861,34,No,1,Research & Development,10,3,Medical,3862,Male,3,Laboratory Technician,Divorced,41480,1.0,11,0,11.0,3,11,7,9,3,3,4.0,2.0,3.0,243,7.691735253772291,7.7075,0.31581918093393474,3,0,0.028112449799196786,0.07228915662650602,0.0,0.008032128514056224,0.05363984674329502,0.007662835249042145,0,0,6.615295508274231,0.8269119385342789,0,Proche (3-10km),26-35,0,0,1
3862,36,No,1,Research & Development,1,3,Life Sciences,3863,Female,2,Healthcare Representative,Single,10510,2.0,14,0,15.0,2,4,1,3,3,3,1.0,2.0,3.0,231,6.0031409331409336,5.991666666666666,0.28442281487238436,0,0,0.040160642570281124,0.12048192771084337,0.0,0.8192771084337349,0.0,0.011494252873563218,0,0,7.691735253772291,0.9614669067215363,0,Très proche (0-2km),36-45,0,0,1
3863,49,No,1,Human Resources,6,2,Life Sciences,3864,Female,2,Research Scientist,Married,107390,2.0,11,3,30.0,3,15,2,12,3,3,3.0,3.0,3.0,245,8.480666666666666,8.490555555555556,0.307310775058591,120,0,0.0321285140562249,0.0642570281124498,0.0,0.0,0.16091954022988506,0.0038314176245210726,0,0,6.0031409331409336,0.7503926166426167,0,Proche (3-10km),>45,0,0,0
3864,36,No,0,Research & Development,8,4,Life Sciences,3865,Male,4,Laboratory Technician,Married,103880,0.0,14,0,4.0,2,3,1,2,3,3,4.0,3.0,3.0,232,8.009613266283525,8.023611111111112,0.3078391292358418,12,0,0.020080321285140562,0.11646586345381527,0.0,0.0,0.08045977011494253,0.0038314176245210726,0,0,8.480666666666666,1.0600833333333333,0,Proche (3-10km),36-45,0,0,0
3865,36,No,1,Research & Development,2,2,Medical,3866,Female,2,Healthcare Representative,Divorced,114160,6.0,16,0,13.0,2,5,0,4,3,3,4.0,1.0,3.0,234,6.313820037986704,6.296944444444445,0.305576857769567,0,0,0.04417670682730924,0.10843373493975904,0.0,0.6104417670682731,0.0,0.011494252873563218,0,0,8.009613266283525,1.0012016582854406,0,Très proche (0-2km),36-45,0,0,0
3866,54,No,1,Sales,24,3,Marketing,3867,Male,1,Laboratory Technician,Married,26000,3.0,14,0,36.0,5,10,4,7,3,3,2.0,3.0,3.0,234,7.590807217473884,7.615277777777777,0.2779131393674011,0,0,0.0321285140562249,0.10843373493975904,0.0,0.004016064257028112,0.01532567049808429,0.007662835249042145,0,0,6.313820037986704,0.789227504748338,0,Très loin (>20km),>45,0,0,1
3867,43,No,1,Research & Development,2,4,Life Sciences,3868,Female,1,Research Scientist,Married,24220,1.0,11,1,14.0,2,14,6,11,3,3,3.0,3.0,3.0,242,7.6026572543618,7.619305555555556,0.2898734438823876,0,0,0.03614457831325301,0.07630522088353414,0.0,0.008032128514056224,0.0421455938697318,0.01532567049808429,0,0,7.590807217473884,0.9488509021842355,0,Très proche (0-2km),36-45,0,0,1
3868,35,Yes,2,Research & Development,17,4,Medical,3869,Male,1,Research Director,Single,54720,3.0,11,1,13.0,3,11,6,7,2,3,4.0,4.0,4.0,242,8.362878787878788,8.375972222222222,0.29381376932249387,70,0,0.020080321285140562,0.07630522088353414,0.0,0.0,0.14942528735632185,0.007662835249042145,1,0,7.6026572543618,0.950332156795225,0,Loin (11-20km),36-45,0,0,0
3869,38,No,2,Research & Development,19,2,Life Sciences,3870,Male,2,Research Scientist,Married,24510,7.0,12,1,19.0,3,13,2,9,3,3,4.0,4.0,4.0,240,7.185211805555555,7.206111111111111,0.3055899612209469,0,0,0.028112449799196786,0.08433734939759036,0.0,0.03614457831325301,0.0038314176245210726,0.007662835249042145,0,0,8.362878787878788,1.0453598484848485,0,Loin (11-20km),36-45,0,0,1
3870,29,No,1,Research & Development,1,2,Medical,3871,Male,2,Sales Representative,Divorced,42400,1.0,14,0,10.0,2,10,0,9,2,3,1.0,2.0,2.0,230,10.688967391304349,10.683055555555555,0.2733471978511733,230,230,0.028112449799196786,0.12449799196787148,0.0,0.0,0.18007662835249041,0.007662835249042145,0,0,7.185211805555555,0.8981514756944444,0,Très proche (0-2km),26-35,0,1,1
3871,33,No,1,Research & Development,7,3,Medical,3872,Male,5,Sales Executive,Divorced,109990,1.0,18,3,6.0,3,6,0,4,2,3,4.0,4.0,3.0,243,6.380850480109739,6.383333333333334,0.3102448781167251,0,0,0.04417670682730924,0.07228915662650602,0.0,0.606425702811245,0.0,0.0038314176245210726,0,0,10.688967391304349,1.3361209239130436,1,Proche (3-10km),26-35,1,0,0
3872,32,No,1,Research & Development,5,4,Technical Degree,3873,Male,5,Research Scientist,Divorced,50030,0.0,13,0,10.0,5,9,1,6,3,3,4.0,2.0,2.0,240,6.61519212962963,6.643888888888888,0.3076342154185628,0,0,0.03614457831325301,0.08433734939759036,0.0,0.36947791164658633,0.0,0.0,0,0,6.380850480109739,0.7976063100137174,0,Proche (3-10km),26-35,0,0,0
3873,31,No,1,Research & Development,28,4,Technical Degree,3874,Female,2,Sales Executive,Married,127420,1.0,11,0,10.0,4,10,0,2,2,3,1.0,4.0,3.0,234,7.40136158594492,7.414861111111112,0.285645198899914,0,0,0.0321285140562249,0.10843373493975904,0.0,0.020080321285140562,0.007662835249042145,0.011494252873563218,0,0,6.61519212962963,0.8268990162037038,0,Très loin (>20km),26-35,0,0,0
3874,49,No,1,Research & Development,2,4,Medical,3875,Male,1,Laboratory Technician,Divorced,42270,4.0,18,0,17.0,3,2,2,2,2,3,4.0,1.0,2.0,231,9.711996151996152,9.729166666666666,0.29312904898202974,231,41,0.01606425702811245,0.12048192771084337,0.0,0.0,0.1724137931034483,0.007662835249042145,0,0,7.40136158594492,0.925170198243115,0,Très proche (0-2km),>45,0,0,1
3875,38,No,2,Sales,29,2,Medical,3876,Female,1,Sales Executive,Single,39170,1.0,15,3,4.0,2,4,3,3,3,3,4.0,2.0,3.0,236,7.781927966101695,7.782638888888888,0.2691479682843442,0,0,0.0321285140562249,0.10040160642570281,0.0,0.0,0.04597701149425287,0.01532567049808429,0,0,9.711996151996152,1.213999518999519,1,Très loin (>20km),36-45,1,0,1
3876,47,No,1,Research & Development,1,4,Medical,3877,Male,3,Laboratory Technician,Divorced,183030,6.0,22,1,29.0,2,3,1,2,2,4,2.0,2.0,3.0,241,6.705334255417243,6.708888888888889,0.2962199954404407,0,0,0.028112449799196786,0.08032128514056225,0.0,0.3333333333333333,0.0,0.0038314176245210726,0,0,7.781927966101695,0.9727409957627119,0,Très proche (0-2km),>45,0,0,0
3877,49,No,1,Research & Development,21,3,Medical,3878,Male,2,Manufacturing Director,Single,23800,4.0,13,0,23.0,3,8,0,0,1,3,3.0,3.0,3.0,233,6.390048879351455,6.389444444444444,0.31116918512085007,0,0,0.024096385542168676,0.11244979919678715,0.0,0.6144578313253012,0.0038314176245210726,0.007662835249042145,0,0,6.705334255417243,0.8381667819271553,0,Très loin (>20km),>45,0,0,1
3878,41,No,1,Research & Development,24,4,Life Sciences,3879,Female,4,Manager,Single,137260,3.0,12,0,21.0,6,2,0,2,4,3,4.0,3.0,3.0,247,10.995572424651371,10.996944444444445,0.2869746104324485,247,247,0.028112449799196786,0.05622489959839357,0.0,0.0,0.1839080459770115,0.0,0,0,6.390048879351455,0.7987561099189319,0,Très loin (>20km),36-45,0,0,0
3879,20,No,1,Research & Development,1,3,Life Sciences,3880,Male,1,Sales Representative,Single,47770,1.0,18,1,2.0,3,2,0,2,3,3,4.0,1.0,3.0,232,7.722351532567049,7.668611111111112,0.32492618153998554,6,0,0.024096385542168676,0.11646586345381527,0.0,0.0,0.05363984674329502,0.007662835249042145,0,0,10.995572424651371,1.3744465530814214,1,Très proche (0-2km),<25,1,1,1
3880,33,No,0,Research & Development,18,2,Medical,3881,Female,2,Healthcare Representative,Divorced,63850,1.0,13,0,7.0,6,6,1,2,2,3,3.0,4.0,3.0,247,9.514089068825912,9.529444444444444,0.3169992982132897,247,15,0.020080321285140562,0.05622489959839357,0.0,0.0,0.1839080459770115,0.007662835249042145,0,0,7.722351532567049,0.9652939415708811,0,Loin (11-20km),26-35,0,0,0
3881,36,No,1,Research & Development,2,2,Technical Degree,3882,Male,3,Sales Executive,Married,199730,6.0,12,0,10.0,2,3,0,2,3,3,1.0,3.0,2.0,240,6.011818287037037,6.01125,0.3056619967471171,0,0,0.028112449799196786,0.08433734939759036,0.0,0.8353413654618473,0.0,0.0,0,0,9.514089068825912,1.189261133603239,1,Très proche (0-2km),36-45,1,0,0
3882,44,No,1,Research & Development,9,3,Technical Degree,3883,Female,3,Healthcare Representative,Divorced,68610,4.0,12,0,8.0,2,2,2,2,2,3,3.0,4.0,3.0,235,8.514237588652483,8.5175,0.3163655719183859,121,0,0.0321285140562249,0.10441767068273092,0.0,0.0,0.13409961685823754,0.0,0,0,6.011818287037037,0.7514772858796296,0,Proche (3-10km),36-45,0,0,0
3883,23,Yes,1,Human Resources,6,3,Life Sciences,3884,Female,3,Laboratory Technician,Single,49690,1.0,12,0,5.0,3,5,1,2,3,3,4.0,3.0,3.0,241,8.11039419087137,8.080555555555556,0.31294659481094816,26,0,0.040160642570281124,0.08032128514056225,0.0,0.0,0.10727969348659004,0.007662835249042145,1,0,8.514237588652483,1.0642796985815604,1,Proche (3-10km),<25,0,1,0
3884,38,No,1,Research & Development,11,2,Life Sciences,3885,Male,1,Sales Executive,Married,198450,7.0,11,1,7.0,3,0,0,0,3,3,4.0,3.0,2.0,229,7.406556283357593,7.425833333333333,0.29136281561993926,0,0,0.028112449799196786,0.1285140562248996,0.0,0.008032128514056224,0.019157088122605363,0.007662835249042145,0,0,8.11039419087137,1.0137992738589212,0,Loin (11-20km),36-45,0,0,0
3885,53,No,1,Research & Development,24,3,Life Sciences,3886,Male,4,Research Director,Married,133200,3.0,11,0,11.0,2,4,1,2,3,3,2.0,4.0,3.0,232,8.02555795019157,8.045694444444443,0.29183076992210405,14,0,0.024096385542168676,0.11646586345381527,0.0,0.0,0.08045977011494253,0.0038314176245210726,0,0,7.406556283357593,0.9258195354196991,0,Très loin (>20km),>45,0,0,0
3886,48,Yes,2,Sales,10,2,Marketing,3887,Male,1,Healthcare Representative,Married,63470,2.0,12,1,19.0,3,9,7,7,1,3,4.0,3.0,3.0,241,9.921207929921621,9.919444444444444,0.27218060830951013,241,91,0.03614457831325301,0.08032128514056225,0.0,0.0,0.17624521072796934,0.0038314176245210726,1,0,8.02555795019157,1.0031947437739464,0,Proche (3-10km),>45,0,0,0
3887,32,Yes,1,Sales,1,3,Life Sciences,3888,Male,2,Research Scientist,Single,27430,1.0,19,1,1.0,2,1,0,0,3,3,4.0,2.0,3.0,244,7.502065118397086,7.5275,0.3000917243808039,0,0,0.028112449799196786,0.06827309236947791,0.0,0.008032128514056224,0.022988505747126436,0.0,1,0,9.921207929921621,1.2401509912402027,1,Très proche (0-2km),26-35,1,0,1
3888,26,No,0,Research & Development,18,2,Medical,3889,Male,1,Human Resources,Single,108800,1.0,23,1,7.0,5,7,5,7,3,4,4.0,4.0,3.0,241,7.179538958045182,7.149166666666667,0.2971345849617152,0,0,0.040160642570281124,0.08032128514056225,0.0,0.024096385542168676,0.011494252873563218,0.01532567049808429,0,1,7.502065118397086,0.9377581397996357,0,Loin (11-20km),26-35,0,1,0
3889,55,No,1,Research & Development,23,1,Life Sciences,3890,Male,5,Laboratory Technician,Divorced,23420,5.0,11,2,8.0,2,4,1,2,3,3,1.0,2.0,3.0,232,7.683146551724137,7.697638888888889,0.30899263104846153,1,0,0.03614457831325301,0.11646586345381527,0.0,0.0,0.038314176245210725,0.0,0,0,7.179538958045182,0.8974423697556477,0,Très loin (>20km),>45,0,0,1
3890,34,No,1,Sales,28,3,Life Sciences,3891,Female,2,Research Scientist,Married,176500,1.0,19,1,15.0,6,15,4,13,1,3,2.0,4.0,4.0,245,7.9710895691609975,7.964722222222222,0.3003235967715808,12,0,0.020080321285140562,0.0642570281124498,0.0,0.0,0.07662835249042145,0.0,0,0,7.683146551724137,0.9603933189655172,0,Très loin (>20km),26-35,0,0,0
3891,60,No,1,Sales,17,4,Medical,3892,Male,1,Manager,Divorced,40250,3.0,13,1,19.0,5,1,0,0,2,3,3.0,4.0,4.0,240,6.223042824074074,6.2091666666666665,0.30620258851457377,0,0,0.05220883534136546,0.08433734939759036,0.0,0.7309236947791165,0.0,0.0038314176245210726,0,0,7.9710895691609975,0.9963861961451247,0,Loin (11-20km),>45,0,0,1
3892,33,No,1,Sales,3,3,Life Sciences,3893,Male,3,Manager,Married,97250,1.0,11,0,14.0,0,14,2,13,3,3,2.0,2.0,3.0,238,7.823783846872082,7.799722222222222,0.27313275201533055,2,0,0.028112449799196786,0.09236947791164658,0.0,0.0,0.06513409961685823,0.019157088122605363,0,0,6.223042824074074,0.7778803530092593,0,Proche (3-10km),26-35,0,0,0
3893,37,No,2,Research & Development,13,3,Life Sciences,3894,Male,1,Laboratory Technician,Divorced,119040,1.0,12,1,6.0,4,6,1,3,3,3,3.0,4.0,2.0,234,6.504990503323836,6.4897222222222215,0.30749657460665886,0,0,0.040160642570281124,0.10843373493975904,0.0,0.4819277108433735,0.0,0.01532567049808429,0,0,7.823783846872082,0.9779729808590103,0,Loin (11-20km),36-45,0,0,0
3894,34,No,1,Research & Development,7,2,Life Sciences,3895,Male,1,Healthcare Representative,Married,21770,1.0,13,0,10.0,5,10,8,7,3,3,2.0,4.0,3.0,239,7.099637377963737,7.095,0.28323224537226926,0,0,0.012048192771084338,0.08835341365461848,0.0,0.06827309236947791,0.0,0.007662835249042145,0,0,6.504990503323836,0.8131238129154795,0,Proche (3-10km),26-35,0,0,1
3895,23,Yes,1,Research & Development,12,2,Medical,3896,Male,2,Research Scientist,Divorced,75250,1.0,14,2,3.0,2,3,0,2,3,3,3.0,4.0,3.0,238,9.224344070961717,9.233055555555556,0.31068598668781544,235,1,0.04417670682730924,0.09236947791164658,0.0,0.0,0.1685823754789272,0.0,1,0,7.099637377963737,0.8874546722454671,0,Loin (11-20km),<25,0,1,0
3896,44,No,1,Human Resources,1,3,Life Sciences,3897,Male,1,Research Scientist,Married,48340,1.0,14,0,9.0,1,8,6,7,4,3,3.0,4.0,3.0,242,8.53535123966942,8.545,0.30176262172210244,135,0,0.01606425702811245,0.07630522088353414,0.0,0.0,0.1532567049808429,0.0,0,0,9.224344070961717,1.1530430088702146,1,Très proche (0-2km),36-45,1,0,1
3897,35,No,2,Research & Development,13,3,Life Sciences,3898,Male,3,Sales Executive,Single,20420,0.0,16,0,6.0,2,5,1,4,3,3,1.0,4.0,4.0,241,8.188280313508528,8.176666666666666,0.287609590190543,32,0,0.024096385542168676,0.08032128514056225,0.0,0.0,0.13409961685823754,0.0,0,0,8.53535123966942,1.0669189049586776,1,Loin (11-20km),36-45,0,0,1
3898,43,No,1,Research & Development,25,4,Life Sciences,3899,Male,2,Sales Executive,Married,22200,1.0,11,0,10.0,2,10,8,8,1,3,4.0,4.0,3.0,235,8.078224586288416,8.096111111111112,0.29260647212686086,16,0,0.0321285140562249,0.10441767068273092,0.0,0.0,0.09961685823754789,0.0,0,0,8.188280313508528,1.023535039188566,0,Très loin (>20km),36-45,0,0,1
3899,24,No,1,Research & Development,6,3,Life Sciences,3900,Male,3,Sales Executive,Married,10520,1.0,13,0,5.0,3,5,0,4,3,3,3.0,3.0,3.0,245,6.705840136054422,6.7186111111111115,0.3094046058292609,0,0,0.040160642570281124,0.0642570281124498,0.0,0.24497991967871485,0.0,0.0038314176245210726,0,0,8.078224586288416,1.009778073286052,0,Proche (3-10km),<25,0,1,1
3900,41,No,1,Sales,6,4,Marketing,3901,Male,1,Research Scientist,Single,28210,1.0,17,0,10.0,3,10,8,7,3,3,4.0,3.0,3.0,233,6.995156175488793,7.002222222222223,0.29728620322594634,0,0,0.024096385542168676,0.11244979919678715,0.0,0.08835341365461848,0.0038314176245210726,0.0,0,0,6.705840136054422,0.8382300170068028,0,Proche (3-10km),36-45,0,0,1
3901,29,No,1,Research & Development,2,2,Life Sciences,3902,Male,2,Research Scientist,Married,192370,9.0,11,1,9.0,2,5,1,2,3,3,4.0,3.0,3.0,230,7.864863526570049,7.880416666666667,0.2893143709409661,3,0,0.03614457831325301,0.12449799196787148,0.0,0.0,0.06130268199233716,0.011494252873563218,0,0,6.995156175488793,0.8743945219360991,0,Très proche (0-2km),26-35,0,1,0
3902,36,No,1,Human Resources,1,4,Life Sciences,3903,Female,3,Research Scientist,Single,41070,3.0,11,1,17.0,2,13,6,7,1,3,3.0,4.0,2.0,234,6.27741927825261,6.283055555555555,0.286090151275242,0,0,0.060240963855421686,0.10843373493975904,0.0,0.6305220883534136,0.0,0.007662835249042145,0,0,7.864863526570049,0.9831079408212561,0,Très proche (0-2km),36-45,0,0,1
3903,45,No,0,Sales,2,3,Life Sciences,3904,Female,2,Manufacturing Director,Married,83960,3.0,15,2,25.0,3,23,14,4,2,3,3.0,3.0,2.0,227,6.309411404796868,6.314722222222223,0.27356066684600666,0,0,0.024096385542168676,0.13654618473895583,0.0,0.6265060240963856,0.0,0.0,0,0,6.27741927825261,0.7846774097815763,0,Très proche (0-2km),>45,0,0,0
3904,24,Yes,1,Sales,6,2,Medical,3905,Female,2,Manager,Married,20070,1.0,12,0,1.0,2,1,0,0,2,3,4.0,3.0,3.0,236,6.410934557438795,6.419583333333334,0.27157364761685576,0,0,0.020080321285140562,0.10040160642570281,0.0,0.5622489959839357,0.0,0.01532567049808429,1,0,6.309411404796868,0.7886764255996085,0,Proche (3-10km),<25,0,1,1
3905,47,Yes,2,Research & Development,1,3,Medical,3906,Female,2,Sales Executive,Married,196270,7.0,11,2,25.0,1,23,14,10,3,3,3.0,3.0,1.0,240,6.805530092592592,6.805694444444445,0.2971252812618053,0,0,0.028112449799196786,0.08433734939759036,0.0,0.19678714859437751,0.0,0.007662835249042145,1,0,6.410934557438795,0.8013668196798494,0,Très proche (0-2km),>45,0,0,0
3906,26,No,1,Research & Development,9,1,Medical,3907,Male,1,Sales Executive,Married,106860,1.0,14,1,3.0,2,3,0,2,3,3,4.0,3.0,4.0,239,7.701706183170618,7.696666666666666,0.3124743381740634,0,0,0.03614457831325301,0.08835341365461848,0.0,0.0,0.05747126436781609,0.007662835249042145,0,0,6.805530092592592,0.850691261574074,0,Proche (3-10km),26-35,0,1,0
3907,45,No,1,Research & Development,1,4,Life Sciences,3908,Male,1,Research Director,Single,29420,1.0,22,1,21.0,4,21,8,6,3,4,4.0,2.0,3.0,236,6.575021186440678,6.597222222222222,0.32276668998826885,0,0,0.024096385542168676,0.10040160642570281,0.0,0.39759036144578314,0.0,0.007662835249042145,0,0,7.701706183170618,0.9627132728963272,0,Très proche (0-2km),>45,0,0,1
3908,32,No,2,Sales,1,1,Marketing,3909,Male,2,Laboratory Technician,Married,88580,6.0,16,1,10.0,2,5,1,3,3,3,1.0,3.0,2.0,243,6.894498171010516,6.899166666666667,0.3162078579339054,0,0,0.03614457831325301,0.07228915662650602,0.0,0.15261044176706828,0.0,0.0038314176245210726,0,0,6.575021186440678,0.8218776483050847,0,Très proche (0-2km),26-35,0,0,0
3909,31,No,1,Research & Development,14,2,Life Sciences,3910,Male,1,Sales Executive,Married,167560,1.0,11,2,6.0,5,5,0,3,3,3,2.0,3.0,4.0,230,7.224268115942028,7.230416666666667,0.32003545275744893,0,0,0.040160642570281124,0.12449799196787148,0.0,0.04417670682730924,0.0038314176245210726,0.007662835249042145,0,0,6.894498171010516,0.8618122713763146,0,Loin (11-20km),26-35,0,0,0
3910,41,No,0,Sales,2,2,Medical,3911,Male,2,Research Scientist,Married,107980,2.0,14,2,10.0,5,3,1,2,1,3,3.0,2.0,3.0,233,7.710550786838341,7.6994444444444445,0.30741216679271005,1,0,0.028112449799196786,0.11244979919678715,0.0,0.0,0.022988505747126436,0.007662835249042145,0,0,7.224268115942028,0.9030335144927535,0,Très proche (0-2km),36-45,0,0,0
3911,40,No,1,Research & Development,22,2,Technical Degree,3912,Male,1,Healthcare Representative,Married,23230,2.0,16,1,18.0,2,1,0,0,3,3,2.0,1.0,3.0,239,9.816450488145051,9.802222222222222,0.314297633464416,239,70,0.0321285140562249,0.08835341365461848,0.0,0.0,0.18007662835249041,0.0038314176245210726,0,0,7.710550786838341,0.9638188483547926,0,Très loin (>20km),36-45,0,0,1
3912,24,No,1,Research & Development,3,3,Life Sciences,3913,Female,1,Research Scientist,Divorced,14160,1.0,15,1,6.0,3,6,1,2,2,3,2.0,1.0,4.0,241,5.979858229598894,5.978055555555556,0.3158198382162316,0,0,0.04819277108433735,0.08032128514056225,0.0,0.8393574297188755,0.0,0.007662835249042145,0,0,9.816450488145051,1.2270563110181314,1,Proche (3-10km),<25,1,1,1
3913,46,No,1,Research & Development,6,3,Medical,3914,Male,4,Sales Executive,Single,46150,6.0,12,0,19.0,3,10,0,9,2,3,3.0,2.0,3.0,232,7.615646551724137,7.633055555555556,0.2990995078122704,0,0,0.028112449799196786,0.11646586345381527,0.0,0.0,0.022988505747126436,0.007662835249042145,0,0,5.979858229598894,0.7474822786998617,0,Proche (3-10km),>45,0,0,1
3914,35,No,1,Sales,8,4,Life Sciences,3915,Male,1,Laboratory Technician,Married,24610,2.0,20,1,17.0,4,7,0,7,3,4,4.0,3.0,3.0,240,7.4058831018518525,7.415277777777778,0.30118417030502187,0,0,0.01606425702811245,0.08433734939759036,0.0,0.008032128514056224,0.01532567049808429,0.0038314176245210726,0,0,7.615646551724137,0.9519558189655172,0,Proche (3-10km),36-45,0,0,1
3915,30,No,1,Sales,9,4,Marketing,3916,Male,1,Laboratory Technician,Married,87220,1.0,17,1,10.0,3,10,0,8,3,3,2.0,4.0,2.0,230,7.315814009661835,7.298055555555555,0.30241891722523895,0,0,0.0321285140562249,0.12449799196787148,0.0,0.004016064257028112,0.007662835249042145,0.0038314176245210726,0,0,7.4058831018518525,0.9257353877314816,0,Proche (3-10km),26-35,0,0,0
3916,47,No,0,Research & Development,3,2,Life Sciences,3917,Female,2,Sales Executive,Married,39550,7.0,12,1,4.0,5,1,0,0,3,3,3.0,2.0,1.0,236,7.717876647834275,7.7225,0.296529910053564,1,0,0.020080321285140562,0.10040160642570281,0.0,0.0,0.06130268199233716,0.011494252873563218,0,0,7.315814009661835,0.9144767512077294,0,Proche (3-10km),>45,0,0,1
3917,46,No,1,Research & Development,1,4,Technical Degree,3918,Female,3,Sales Executive,Divorced,99570,4.0,20,0,13.0,1,10,0,3,3,4,3.0,4.0,2.0,231,9.827860750360752,9.83361111111111,0.30454282896132917,231,64,0.01606425702811245,0.12048192771084337,0.0,0.0,0.17624521072796934,0.007662835249042145,0,0,7.717876647834275,0.9647345809792843,0,Très proche (0-2km),>45,0,0,0
3918,36,Yes,1,Research & Development,1,3,Medical,3919,Male,2,Manufacturing Director,Divorced,33760,5.0,20,0,16.0,3,2,2,2,3,4,2.0,1.0,3.0,247,10.412180611785875,10.403611111111111,0.3011941918645735,247,222,0.040160642570281124,0.05622489959839357,0.0,0.0,0.1839080459770115,0.01532567049808429,1,0,9.827860750360752,1.228482593795094,1,Très proche (0-2km),36-45,1,0,1
3919,32,Yes,1,Research & Development,26,3,Medical,3920,Female,2,Research Director,Single,88230,6.0,13,2,10.0,3,0,0,0,3,3,1.0,2.0,3.0,229,6.987964580300824,7.005833333333333,0.3026442482556607,0,0,0.028112449799196786,0.1285140562248996,0.0,0.12449799196787148,0.0,0.0038314176245210726,1,0,10.412180611785875,1.3015225764732343,1,Très loin (>20km),26-35,1,0,0
3920,23,No,1,Sales,6,4,Life Sciences,3921,Male,3,Manufacturing Director,Single,103220,1.0,14,2,3.0,2,3,1,2,3,3,3.0,2.0,1.0,231,6.006363636363636,6.015555555555555,0.3164831165065821,0,0,0.04417670682730924,0.12048192771084337,0.0,0.8072289156626506,0.0,0.0,0,0,6.987964580300824,0.873495572537603,0,Proche (3-10km),<25,0,1,0
3921,31,No,2,Sales,3,3,Marketing,3922,Male,2,Sales Executive,Single,46210,2.0,18,1,9.0,3,5,1,4,3,3,4.0,4.0,2.0,231,6.496436988936988,6.518611111111111,0.298681730259607,0,0,0.020080321285140562,0.12048192771084337,0.0,0.46987951807228917,0.0,0.007662835249042145,0,0,6.006363636363636,0.7507954545454545,0,Proche (3-10km),26-35,0,0,1
3922,39,No,0,Research & Development,3,3,Life Sciences,3923,Female,2,Manufacturing Director,Married,109760,1.0,11,0,9.0,3,9,5,8,2,3,4.0,4.0,3.0,240,10.193314814814814,10.193333333333333,0.30644462437262143,240,184,0.024096385542168676,0.08433734939759036,0.0,0.0,0.18007662835249041,0.007662835249042145,0,0,6.496436988936988,0.8120546236171235,0,Proche (3-10km),36-45,0,0,0
3923,32,No,1,Research & Development,6,3,Technical Degree,3924,Male,1,Research Scientist,Married,36600,3.0,11,2,10.0,0,4,0,2,2,3,4.0,3.0,1.0,244,7.59164048269581,7.586111111111111,0.2906774233780598,0,0,0.040160642570281124,0.06827309236947791,0.0,0.0,0.034482758620689655,0.007662835249042145,0,0,10.193314814814814,1.2741643518518517,1,Proche (3-10km),26-35,1,0,1
3924,40,No,1,Sales,6,3,Life Sciences,3925,Male,3,Manufacturing Director,Single,104820,1.0,11,1,21.0,6,21,12,8,2,3,2.0,2.0,2.0,229,7.906473799126638,7.886111111111111,0.2897958254339454,7,0,0.020080321285140562,0.1285140562248996,0.0,0.0,0.08045977011494253,0.011494252873563218,0,0,7.59164048269581,0.9489550603369763,0,Proche (3-10km),36-45,0,0,0
3925,45,No,1,Research & Development,19,4,Medical,3926,Male,1,Sales Representative,Married,71190,4.0,15,0,9.0,2,5,0,3,3,3,3.0,3.0,4.0,228,7.790443469785575,7.783194444444444,0.32503881946476826,3,0,0.024096385542168676,0.13253012048192772,0.0,0.004016064257028112,0.07662835249042145,0.019157088122605363,0,0,7.906473799126638,0.9883092248908297,0,Loin (11-20km),>45,0,0,0
3926,30,No,2,Sales,9,3,Life Sciences,3927,Male,1,Research Director,Single,95820,0.0,12,1,10.0,2,9,0,7,3,3,4.0,1.0,3.0,228,6.214679580896686,6.224583333333333,0.29490765775767863,0,0,0.012048192771084338,0.13253012048192772,0.0,0.7349397590361446,0.0,0.0,0,0,7.790443469785575,0.9738054337231968,0,Proche (3-10km),26-35,0,0,0
3927,24,No,2,Sales,3,4,Marketing,3928,Male,1,Sales Executive,Married,45080,0.0,11,1,3.0,5,2,2,1,3,3,1.0,4.0,3.0,241,5.98645112955279,5.986944444444444,0.31409479373023025,0,0,0.01606425702811245,0.08032128514056225,0.0,0.8473895582329317,0.0,0.0,0,0,6.214679580896686,0.7768349476120857,0,Proche (3-10km),<25,0,1,1
